Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,Future_Return_5d
1980-12-12,0.0987259373068809,0.0991551566914331,0.0987259373068809,0.0987259373068809,469033600,,0.0987259373068809,,0.0987259373068809,,0.0987259373068809,-0.017390308835613766
1980-12-15,0.0935753434896469,0.0940045628681454,0.0935753434896469,0.0940045628681454,175884800,,0.09823540456238242,,0.09852395323561683,,0.09867468761715718,0.08715025395179854
1980-12-16,0.0867071151733398,0.0871363288398656,0.0867071151733398,0.0871363288398656,105728000,,0.09713747223961645,,0.09806054782140988,,0.09855560729433314,0.22277607678263123
1980-12-17,0.0888531729578971,0.0892823922491247,0.0888531729578971,0.0888531729578971,86441600,,0.09634849135564319,,0.09769947429735057,,0.09845906565914472,0.2560412743232656
1980-12-18,0.0914292484521865,0.0918584620276559,0.0914292484521865,0.0914292484521865,73449600,,0.09587999203150446,,0.09745358308773629,,0.09838911722922475,0.33332825378240516
1980-12-19,0.0970090627670288,0.0974382821141331,0.0970090627670288,0.0970090627670288,48630400,,0.09598752257774487,,0.09743615091829678,,0.09837538534402877,0.2743341646482851
1980-12-22,0.1017304584383964,0.1021604457671997,0.1017304584383964,0.1017304584383964,37363200,,0.09653446885018788,,0.09760455513477129,,0.09840876915591304,0.18565814007599712
1980-12-23,0.1060233861207962,0.1064526054938809,0.1060233861207962,0.1060233861207962,46950400,,0.09743817525691248,,0.09793470536951736,,0.09848453648889696,0.1052640233621156
1980-12-24,0.1116032525897026,0.1120324721512575,0.1116032525897026,0.1116032525897026,48003200,,0.09878723024098773,,0.09847072682913247,,0.0986150709774622,0.061541003535918515
1980-12-26,0.1219052001833915,0.1223344196707642,0.1219052001833915,0.1219052001833915,55574400,,0.10098894166407381,,0.09938972578420145,,0.09884681355662568,-0.04929305318308064
1980-12-29,0.1236219629645347,0.124051182091836,0.1236219629645347,0.1236219629645347,93161600,,0.10314446750221294,,0.10034000959519492,,0.09909333245620687,-0.10416598487282536
1980-12-30,0.1206175461411476,0.1210467541414085,0.1206175461411476,0.1210467541414085,68880000,,0.10480857022973053,,0.1011352071068009,,0.09930750373665405,-0.12099533183400357
1980-12-31,0.1171838343143463,0.1176130538533858,0.1171838343143463,0.1176130538533858,35750400,,0.10598716680921774,,0.10176456503650858,,0.0994853776727505,-0.1135527208925049
1981-01-02,0.1184714287519455,0.1193298674480361,0.1184714287519455,0.1184714287519455,21660800,,0.10717614413709659,,0.10241973616260414,,0.09967429360388677,-0.07608883636377828
1981-01-05,0.1158961206674575,0.1163253284981982,0.1158961206674575,0.1163253284981982,35728000,,0.10800661809236906,,0.10294822182946113,,0.09983570481844967,-0.06296574919670506
1981-01-06,0.110744759440422,0.1111739787925849,0.110744759440422,0.1111739787925849,45158400,,0.1082673934588503,,0.10325396840244,,0.09994425262563347,-0.054260285483429316
1981-01-07,0.1060233861207962,0.1064526054938809,0.1060233861207962,0.1064526054938809,55686400,,0.1080536784742737,,0.10336257301884612,,0.10000474151613262,-0.008097205538243113
1981-01-08,0.1038772910833358,0.1043064989072044,0.1038772910833358,0.1043064989072044,39827200,,0.10765592729418437,,0.10338275804098297,,0.10004327434764708,0.03305567696974676
1981-01-09,0.1094570755958557,0.1098862948019478,0.1094570755958557,0.1094570755958557,21504000,,0.10782746522767687,,0.10362096657254662,,0.10013694401180837,-0.027449173239816105
1981-01-12,0.1085986346006393,0.109457061439758,0.1085986346006393,0.109457061439758,23699200,0.10660271085798737,0.10790090992986377,,0.10381616924031496,,0.10022113993806539,0.03952335717777822
1981-01-13,0.104735717177391,0.1051649364591443,0.104735717177391,0.1051649364591443,23049600,0.10690319985151286,0.10759946300105684,,0.10385222994372971,,0.10026606110462585,0.045078780627129555
