Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,Future_Return_5d
1986-12-24,0.1052871719002723,0.1055537023343161,0.1050206414662285,0.1055537023343161,7027200,0.10339470878243442,0.10166367415364264,0.09390019118785854,0.09383994256090594,0.07161128869280214,0.07574927447746538,-0.032909537303615566
1986-12-26,0.1050206571817398,0.1060867790774516,0.1050206571817398,0.1052871876556677,3715200,0.10326144061982627,0.10198338682298522,0.09450792208313938,0.09427840195780139,0.07183785686269398,0.0760405320168114,0.025379418903753947
1986-12-29,0.1007561311125755,0.1060867770966472,0.1007561311125755,0.1050206552208414,41702400,0.10299490839242931,0.10186650532675573,0.09503036245703694,0.09453243055210626,0.07203244112431997,0.07628645837597323,0.08464986139805508
1986-12-30,0.1018222197890281,0.1023552805052166,0.099689336336289,0.1007560892053942,25401600,0.10288829319179053,0.10186228765649595,0.09553147986531252,0.09481830463982868,0.07222702201455826,0.07654054555421258,0.1308884517567137
1986-12-31,0.1028884276747703,0.1044876201760977,0.1018222962901308,0.1018222962901308,23356800,0.10280833616852755,0.10196001527728399,0.09604326084256166,0.09513478005296365,0.07243493311107153,0.07680271353551166,0.15543594021225093
1987-01-02,0.1018222197890281,0.103954480956296,0.1012891499215827,0.1028883503726621,12643200,0.1027150489389896,0.1019468918974501,0.09646974861621851,0.09539703259163285,0.07264284376054997,0.07705166384649192,0.21465853311056793
1987-01-05,0.1076860204339027,0.108752151878973,0.1012892317634812,0.1018223020616485,48499200,0.10284831710159774,0.10249347556758845,0.09701351240277285,0.09587895368348658,0.0728880693763494,0.07735648331502337,0.2227753341728611
1987-01-06,0.1092851236462593,0.1098181935084516,0.1071528625000037,0.107685932362196,40032000,0.1030881948769092,0.10314029919412852,0.09758925825357431,0.09640468583888943,0.07314928656443948,0.07767418122876701,0.17073253540138134
1987-01-07,0.1151495724916458,0.1151495724916458,0.1092852308755863,0.1092852308755863,60998400,0.10367460064589973,0.10428403950817779,0.0982929545640945,0.09713977943311518,0.07344782205298538,0.0780470706940693,0.11110833604980197
1987-01-08,0.1188809871673584,0.1199477407010005,0.1156825934240085,0.1156825934240085,61488000,0.10447422862052913,0.10567422499952832,0.09901796072721476,0.09799237581485021,0.07375968374311918,0.07845337832066919,0.1345312490599102
